index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz]
0, 2023/10/17 14:38:41.864, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:38:41.868, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:38:41.870, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:38:41.872, 64.33 W, 1425 MHz, 877 MHz, 1425 MHz
0, 2023/10/17 14:38:51.874, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:38:51.876, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:38:51.878, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:38:51.880, 63.88 W, 1425 MHz, 877 MHz, 1425 MHz
0, 2023/10/17 14:39:01.882, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:39:01.884, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:39:01.886, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:39:01.887, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:39:11.890, 67.78 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:39:11.892, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:39:11.894, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:39:11.896, 68.26 W, 1485 MHz, 877 MHz, 1485 MHz
0, 2023/10/17 14:39:21.898, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:39:21.900, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:39:21.901, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:39:21.903, 67.25 W, 1485 MHz, 877 MHz, 1485 MHz
0, 2023/10/17 14:39:31.905, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:39:31.907, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:39:31.909, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:39:31.910, 68.70 W, 1507 MHz, 877 MHz, 1507 MHz
0, 2023/10/17 14:39:41.912, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:39:41.914, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:39:41.915, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:39:41.917, 68.22 W, 1507 MHz, 877 MHz, 1507 MHz
0, 2023/10/17 14:39:51.920, 67.29 W, 1507 MHz, 877 MHz, 1507 MHz
1, 2023/10/17 14:39:51.922, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:39:51.924, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:39:51.926, 60.96 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:40:01.928, 68.22 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:40:01.929, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:40:01.930, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:40:01.932, 68.70 W, 1507 MHz, 877 MHz, 1507 MHz
0, 2023/10/17 14:40:11.933, 68.22 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:40:11.936, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:40:11.937, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:40:11.939, 68.70 W, 1507 MHz, 877 MHz, 1507 MHz
0, 2023/10/17 14:40:21.941, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:40:21.943, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:40:21.945, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:40:21.947, 68.70 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 14:40:31.948, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:40:31.950, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:40:31.952, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:40:31.953, 68.70 W, 1507 MHz, 877 MHz, 1507 MHz
0, 2023/10/17 14:40:41.955, 67.78 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:40:41.956, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:40:41.958, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:40:41.960, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:40:51.962, 68.22 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:40:51.964, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:40:51.966, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:40:51.968, 68.70 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 14:41:01.970, 61.94 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:41:01.972, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:41:01.974, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:41:01.976, 69.19 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 14:41:11.978, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:41:11.980, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:41:11.982, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:41:11.983, 68.70 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 14:41:21.986, 72.11 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:41:21.987, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:41:21.989, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:41:21.991, 58.49 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:41:31.994, 67.99 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:41:31.995, 41.98 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:41:31.997, 43.30 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:41:31.999, 212.93 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:41:42.008, 67.78 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:41:42.010, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:41:42.012, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:41:42.014, 65.79 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 14:41:52.016, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:41:52.017, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:41:52.020, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:41:52.022, 69.19 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:42:02.024, 65.34 W, 1470 MHz, 877 MHz, 1470 MHz
1, 2023/10/17 14:42:02.025, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:42:02.026, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:42:02.028, 69.19 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:42:12.029, 64.86 W, 1470 MHz, 877 MHz, 1470 MHz
1, 2023/10/17 14:42:12.031, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:42:12.032, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:42:12.034, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:42:22.035, 67.78 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:42:22.037, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:42:22.038, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:42:22.040, 64.81 W, 1440 MHz, 877 MHz, 1440 MHz
0, 2023/10/17 14:42:32.042, 59.99 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:42:32.044, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:42:32.046, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:42:32.047, 64.37 W, 1440 MHz, 877 MHz, 1440 MHz
0, 2023/10/17 14:42:42.049, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:42:42.051, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:42:42.053, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:42:42.055, 69.19 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:42:52.058, 68.13 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:42:52.061, 42.03 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:42:52.063, 42.92 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:42:52.064, 156.02 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 14:43:02.067, 73.08 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:43:02.069, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:43:02.070, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:43:02.072, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:43:12.074, 73.08 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:43:12.076, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:43:12.078, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:43:12.080, 66.76 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 14:43:22.082, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:43:22.084, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:43:22.086, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:43:22.087, 66.27 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 14:43:32.089, 68.22 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:43:32.090, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:43:32.092, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:43:32.093, 68.22 W, 1507 MHz, 877 MHz, 1507 MHz
0, 2023/10/17 14:43:42.095, 67.78 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:43:42.097, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:43:42.099, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:43:42.101, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:43:52.103, 65.83 W, 1485 MHz, 877 MHz, 1485 MHz
1, 2023/10/17 14:43:52.105, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:43:52.107, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:43:52.108, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:44:02.110, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:44:02.112, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:44:02.113, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:44:02.115, 66.27 W, 1455 MHz, 877 MHz, 1455 MHz
0, 2023/10/17 14:44:12.117, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:44:12.119, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:44:12.120, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:44:12.121, 66.76 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 14:44:22.124, 67.78 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:44:22.126, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:44:22.128, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:44:22.129, 66.27 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 14:44:32.131, 270.12 W, 1507 MHz, 877 MHz, 1507 MHz
1, 2023/10/17 14:44:32.135, 41.95 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:44:32.137, 43.30 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:44:32.139, 58.22 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:44:42.141, 292.59 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:44:42.143, 41.79 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:44:42.144, 43.07 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:44:42.146, 299.75 W, 1500 MHz, 877 MHz, 1500 MHz
0, 2023/10/17 14:44:52.148, 70.65 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:44:52.150, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:44:52.152, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:44:52.153, 67.73 W, 1500 MHz, 877 MHz, 1500 MHz
0, 2023/10/17 14:45:02.155, 68.70 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:45:02.159, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:45:02.160, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:45:02.162, 66.76 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 14:45:12.164, 74.05 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:45:12.166, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:45:12.168, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:45:12.170, 66.76 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 14:45:22.171, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:45:22.175, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:45:22.176, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:45:22.178, 58.49 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:45:32.180, 70.16 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:45:32.182, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:45:32.184, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:45:32.185, 71.14 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 14:45:42.187, 68.70 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 14:45:42.189, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:45:42.191, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:45:42.193, 71.14 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 14:45:52.195, 68.70 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 14:45:52.197, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:45:52.198, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:45:52.200, 67.73 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 14:46:02.202, 70.65 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:46:02.204, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:46:02.206, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:46:02.207, 69.19 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:46:12.210, 70.70 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:46:12.211, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:46:12.213, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:46:12.214, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:46:22.217, 68.22 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:46:22.218, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:46:22.220, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:46:22.221, 65.79 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 14:46:32.225, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:46:32.228, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:46:32.230, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:46:32.231, 67.73 W, 1485 MHz, 877 MHz, 1485 MHz
0, 2023/10/17 14:46:42.233, 70.16 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:46:42.235, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:46:42.237, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:46:42.238, 67.25 W, 1485 MHz, 877 MHz, 1485 MHz
0, 2023/10/17 14:46:52.240, 71.14 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:46:52.242, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:46:52.244, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:46:52.246, 59.01 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:47:02.248, 279.03 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:47:02.250, 41.79 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:47:02.252, 43.04 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:47:02.254, 294.70 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 14:47:12.257, 71.18 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:47:12.262, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:47:12.264, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:47:12.265, 65.83 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 14:47:22.268, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:47:22.270, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:47:22.272, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:47:22.274, 67.25 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 14:47:32.276, 70.65 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:47:32.278, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:47:32.280, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:47:32.281, 67.25 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 14:47:42.284, 68.26 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:47:42.286, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:47:42.288, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:47:42.290, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:47:52.292, 70.70 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:47:52.294, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:47:52.295, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:47:52.297, 65.30 W, 1447 MHz, 877 MHz, 1447 MHz
0, 2023/10/17 14:48:02.299, 66.80 W, 1500 MHz, 877 MHz, 1500 MHz
1, 2023/10/17 14:48:02.301, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:48:02.303, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:48:02.304, 64.81 W, 1447 MHz, 877 MHz, 1447 MHz
0, 2023/10/17 14:48:12.307, 66.80 W, 1500 MHz, 877 MHz, 1500 MHz
1, 2023/10/17 14:48:12.309, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:48:12.310, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:48:12.312, 67.73 W, 1500 MHz, 877 MHz, 1500 MHz
0, 2023/10/17 14:48:22.314, 70.65 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:48:22.316, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:48:22.318, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:48:22.319, 66.76 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 14:48:32.322, 66.32 W, 1477 MHz, 877 MHz, 1477 MHz
1, 2023/10/17 14:48:32.323, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:48:32.325, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:48:32.327, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:48:42.329, 65.79 W, 1477 MHz, 877 MHz, 1477 MHz
1, 2023/10/17 14:48:42.331, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:48:42.338, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:48:42.339, 66.76 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 14:48:52.342, 66.80 W, 1507 MHz, 877 MHz, 1507 MHz
1, 2023/10/17 14:48:52.343, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:48:52.345, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:48:52.348, 67.73 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 14:49:02.351, 69.72 W, 1500 MHz, 877 MHz, 1500 MHz
1, 2023/10/17 14:49:02.352, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:49:02.354, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:49:02.355, 67.29 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 14:49:12.358, 66.80 W, 1500 MHz, 877 MHz, 1500 MHz
1, 2023/10/17 14:49:12.360, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:49:12.362, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:49:12.363, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:49:22.366, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:49:22.368, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:49:22.370, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:49:22.372, 73.62 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 14:49:32.375, 58.08 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:49:32.377, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:49:32.378, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:49:32.380, 69.19 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:49:42.382, 66.80 W, 1500 MHz, 877 MHz, 1500 MHz
1, 2023/10/17 14:49:42.384, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:49:42.386, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:49:42.388, 66.76 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 14:49:52.390, 70.65 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:49:52.391, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:49:52.393, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:49:52.395, 66.27 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 14:50:02.397, 68.26 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:50:02.399, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:50:02.401, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:50:02.403, 60.47 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:50:12.405, 66.27 W, 1492 MHz, 877 MHz, 1492 MHz
1, 2023/10/17 14:50:12.407, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:50:12.409, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:50:12.411, 70.16 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 14:50:22.413, 70.65 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:50:22.414, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:50:22.416, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:50:22.418, 69.68 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 14:50:32.420, 68.22 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:50:32.421, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:50:32.423, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:50:32.424, 68.70 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 14:50:42.426, 65.34 W, 1470 MHz, 877 MHz, 1470 MHz
1, 2023/10/17 14:50:42.428, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:50:42.429, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:50:42.431, 67.73 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 14:50:52.433, 69.72 W, 1507 MHz, 877 MHz, 1507 MHz
1, 2023/10/17 14:50:52.435, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:50:52.436, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:50:52.438, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
